folioviv,foliohog,ubica_geo,factor,ing_cor,gasto_mon,alimentos,educa_espa,transporte,salud,entidad
401258006,1,4002,134,100596.13,28403.26,17948.48,654.25,5408.38,0.0,4
401259301,1,4002,113,98482.44,55481.59,20391.36,0.0,8603.21,2543.45,4
401259303,1,4002,113,86677.04,68316.94,28041.33,1016.12,16161.12,6544.53,4
401259304,1,4002,113,107482.44,72953.48,21059.93,5745.83,15136.82,2059.2,4
401259305,1,4002,113,62514.01,41689.66,12329.92,2612.89,11265.47,449.98,4
401259306,1,4002,113,75767.85,64598.98,20584.23,17673.36,11070.96,1506.5,4
401260901,1,4002,101,61265.92,25614.52,6582.8,0.0,4955.5,513.57,4
401260902,1,4002,101,34119.98,37825.43,21419.93,2264.51,7257.22,621.17,4
401260904,1,4002,101,53318.35,30996.33,12419.92,580.64,9207.09,1692.36,4
401260905,1,4002,101,40045.57,19255.94,4949.97,0.0,7296.77,176.08,4
401260906,1,4002,101,43666.72,42356.4,12355.61,3019.34,11559.67,2592.38,4
401261201,1,4002,123,109461.17,113216.55,20314.07,5806.44,12904.83,11152.16,4
401261201,2,4002,123,87449.86,41511.54,12869.81,0.0,9274.5,977.28,4
401261202,1,4002,123,73769.01,33139.05,13969.13,0.0,8952.62,0.0,4
401261203,1,4002,123,33222.76,26337.87,5721.34,1161.29,6183.87,1164.12,4
401261204,1,4002,123,51950.96,38115.85,17389.07,1509.67,3819.48,0.0,4
401261205,1,4002,123,41347.01,33787.5,12445.61,1161.29,11090.31,0.0,4
401262401,1,4002,87,32626.56,29963.49,12799.12,782.6,12932.28,0.0,4
401262402,1,4002,87,63017.78,29964.58,15852.69,2685.47,4307.7,0.0,4
401262402,2,4002,87,36195.65,28273.5,10452.72,9795.22,2749.15,1467.38,4
401262404,1,4002,87,27695.01,21855.57,13576.86,2084.32,2787.08,44.02,4
401262404,2,4002,87,15016.3,15594.1,9745.54,342.39,2150.86,0.0,4
401262405,1,4002,87,254999.46,141045.7,47597.01,6677.41,27031.55,0.0,4
401263001,1,4002,127,36306.39,35951.29,11866.96,1824.91,2877.77,5090.85,4
401263002,1,4002,127,45687.9,21176.67,11860.53,0.0,4385.2,1119.11,4
401263003,1,4002,127,64362.9,34717.4,18681.22,415.16,8723.88,268.02,4
401263004,1,4002,127,47854.73,31570.85,11802.67,9580.63,7252.28,174.12,4
401263005,1,4002,127,49817.95,23610.35,13281.29,0.0,5407.75,2347.82,4
401263006,1,4002,127,61539.35,37959.21,13579.5,1161.28,7452.65,521.4,4
401264501,1,4002,110,176445.09,139274.68,39440.93,1306.45,21209.99,8760.27,4
401264502,1,4002,110,172765.58,66671.61,8485.67,1161.29,21156.51,865.75,4
401264503,1,4002,110,162372.35,96923.51,16007.05,5364.65,28309.34,3991.29,4
401264504,1,4002,110,190287.48,100777.94,27437.05,1887.09,20133.98,10799.96,4
401264505,1,4002,110,50774.87,36379.57,15222.75,0.0,8208.16,0.0,4
401264506,1,4002,110,190836.59,110336.73,9295.66,0.0,26715.1,2024.97,4
401265301,1,4002,96,134236.26,111845.42,51171.11,25687.53,10507.23,3022.8,4
401265302,1,4002,96,91184.6,28698.49,12677.04,0.0,5239.76,88.04,4
401265303,1,4002,96,39362.36,43202.75,18231.28,11518.47,4776.97,225.97,4
401265304,1,4002,96,44157.4,46597.12,18771.32,5309.87,9475.52,361.94,4
401265305,1,4002,96,58569.41,31507.04,14978.46,750.0,1256.32,5738.44,4
401265306,1,4002,96,69980.33,48875.53,24839.88,12193.53,6052.33,606.52,4
401266602,1,4002,119,95852.43,81018.02,25367.06,1710.0,45599.96,0.0,4
401266603,1,4002,119,37008.18,17864.01,9205.66,0.0,4950.0,298.35,4
401266605,1,4002,119,56040.96,14356.38,6839.92,0.0,3300.0,0.0,4
401267801,1,4002,119,60540.14,74556.12,7547.08,5980.43,46557.44,0.0,4
401267802,1,4002,119,45718.01,24281.98,9012.77,978.26,7440.0,234.77,4
401267803,1,4002,119,47225.75,21546.34,8627.09,2139.12,3480.0,190.75,4
401267805,1,4002,119,33983.59,11717.75,6672.72,538.04,1705.71,0.0,4
401267806,1,4002,119,33735.72,32790.21,14451.34,586.95,6562.57,1192.47,4
401268902,1,4002,141,31421.09,28951.55,18334.17,300.0,4243.54,0.0,4
401268903,1,4002,141,39709.48,39261.09,22628.38,2909.11,4537.73,273.91,4
401268904,1,4002,141,63995.11,43495.62,6981.4,8419.34,17737.73,3521.73,4
401268905,1,4002,141,24290.21,21872.84,8781.31,211.3,1770.96,78.26,4
401268906,1,4002,141,88909.68,48738.49,15338.46,11772.58,11506.45,1663.02,4
401269201,1,4002,141,46242.6,36134.48,10169.93,9870.96,3097.64,2455.41,4
401269202,1,4002,141,38295.44,35063.65,15016.99,1979.98,6590.31,883.35,4
401269203,1,4002,141,31744.98,15199.82,6325.67,0.0,4935.47,0.0,4
401269204,1,4002,141,43266.9,16624.1,16418.39,0.0,205.71,0.0,4
401269205,1,4002,141,19604.91,13244.85,6814.19,435.48,2785.68,53.79,4
401269206,1,4002,141,138509.37,58169.05,32524.48,1227.57,9973.21,7180.4,4
401270601,1,4002,139,92995.04,117082.04,54539.92,23711.4,9473.63,2739.12,4
401270602,1,4002,139,57310.3,60428.85,16129.16,16120.76,16256.98,1173.89,4
401270603,1,4002,139,38493.42,28328.95,21901.97,0.0,3364.24,391.29,4
401270604,1,4002,139,47303.53,53529.39,42029.62,0.0,3381.39,963.55,4
401270605,1,4002,139,25626.82,8609.68,707.11,0.0,5035.69,792.38,4
401270606,1,4002,139,56047.98,35078.37,13332.62,930.0,7954.23,2405.52,4
401271501,1,4002,136,48655.18,24372.35,8357.03,0.0,11800.84,0.0,4
401271502,1,4002,136,121638.66,50965.26,22178.33,6588.24,8107.14,233.79,4
401271503,1,4002,136,147576.93,96327.41,36006.24,13780.02,26859.21,1027.15,4
401271504,1,4002,136,101530.57,46139.83,30638.33,870.96,6769.17,430.43,4
401271505,1,4002,136,146732.88,48347.67,5849.95,3641.91,12832.23,1369.55,4
401271506,1,4002,136,100713.95,108575.52,55762.34,6859.73,27662.58,293.47,4
401272701,1,4002,128,69156.26,41147.84,16463.38,5400.0,8057.06,567.38,4
401272702,1,4002,128,48811.47,39115.62,18398.4,1027.17,8940.0,0.0,4
401272703,1,4002,128,64346.81,35628.66,17041.97,1542.44,5434.26,707.26,4
401272704,1,4002,128,68060.65,46375.06,15402.73,2360.08,13783.39,0.0,4
401272705,1,4002,128,47248.14,38275.95,21361.93,1252.81,4637.09,469.56,4
401272706,1,4002,128,46377.04,43483.15,27475.42,1458.0,4949.95,0.0,4
401273901,1,4002,114,53124.48,28591.72,8305.65,4891.3,3898.06,146.73,4
401273902,1,4002,114,63508.05,47916.54,23001.34,1431.16,10120.43,0.0,4
401273904,1,4002,114,72669.05,51024.62,10439.91,4364.3,9327.98,0.0,4
401273905,1,4002,114,73871.58,37708.13,15505.61,0.0,7517.53,2819.33,4
401273906,1,4002,114,58681.77,24895.95,12188.48,880.42,1630.64,0.0,4
401274201,1,4002,135,75226.04,40278.45,17151.2,2278.73,12741.79,0.0,4
401274202,1,4002,135,38124.06,32855.95,20905.45,812.9,2225.8,410.86,4
401274203,1,4002,135,79563.63,78580.47,16675.58,2264.51,29629.71,146.73,4
401274204,1,4002,135,49156.62,20421.46,14644.16,0.0,1076.67,0.0,4
401274206,1,4002,135,48942.11,223007.57,31178.41,17503.51,159965.36,1301.07,4
401275402,1,4002,103,138234.56,60771.83,15505.66,23276.53,13963.25,0.0,4
401275403,1,4002,103,120113.95,52008.37,29854.02,870.96,11080.64,469.56,4
401275404,1,4002,103,22828.16,10544.03,3728.52,0.0,1957.45,2582.6,4
401275405,1,4002,103,19420.02,6587.88,3599.93,0.0,1246.03,0.0,4
401275406,1,4002,103,86115.52,36273.46,19298.34,492.12,5464.88,34.23,4
401276001,1,4002,88,47098.51,20805.88,10414.16,0.0,4554.72,249.44,4
401276003,1,4002,88,34665.82,17879.86,8807.04,290.32,4895.82,285.64,4
401276004,1,4002,88,164097.03,39098.89,10748.5,2555.07,9004.8,0.0,4
401277301,1,4002,91,87459.64,65499.03,26067.66,435.48,17429.75,0.0,4
401277302,1,4002,91,31380.85,18569.68,12985.5,390.0,1816.86,165.32,4
401277303,1,4002,91,103127.6,239992.18,29404.02,1161.29,190637.56,1252.17,4
401277304,1,4002,91,8804.34,10066.93,4551.35,0.0,993.71,60.65,4
401277305,1,4002,91,81605.88,82295.82,25585.54,4929.16,13190.3,538.04,4
401277306,1,4002,91,15606.4,7177.41,5117.03,0.0,0.0,95.86,4
401278801,1,4002,139,109348.92,96611.46,31898.51,1812.0,43446.61,1956.51,4
401278803,1,4002,139,151925.71,179835.58,33262.98,8465.85,24318.68,76597.79,4
401278804,1,4002,139,48022.39,28408.01,16341.21,0.0,5835.24,0.0,4
401278804,2,4002,139,37274.42,36031.45,26639.8,89.26,3029.98,48.91,4
401278805,1,4002,139,91715.65,54528.42,26266.83,5811.09,5973.83,4848.23,4
401278806,1,4002,139,110655.71,55574.31,23734.23,1857.0,8611.96,2739.12,4
401279601,1,4002,134,25413.37,18293.5,6479.93,0.0,2288.53,3147.04,4
401279602,1,4002,134,66890.64,28113.63,10388.49,0.0,13789.15,44.99,4
401279605,1,4002,134,58436.86,25092.33,13885.65,0.0,5315.17,0.0,4
401280801,1,4002,120,91982.6,26005.28,10439.93,1950.0,4860.0,586.95,4
401280802,1,4002,120,94622.95,145924.95,19272.76,0.0,15198.62,293.46,4
401280803,1,4002,120,35877.04,18718.03,9488.45,98.36,1860.0,224.99,4
401280804,1,4002,120,42835.05,15740.79,10208.48,0.0,900.0,0.0,4
401280805,1,4002,120,28604.44,14400.33,5657.07,3446.01,3300.0,0.0,4
401280806,1,4002,120,65749.23,38532.27,8935.66,930.0,15963.63,772.81,4
401281002,1,4002,112,88698.26,38734.84,15274.12,1219.34,8826.47,92.93,4
401281003,1,4002,112,32561.87,15571.64,4821.36,1050.0,5123.22,0.0,4
401281004,1,4002,112,60486.31,41014.59,26459.79,783.48,7634.51,0.0,4
401281005,1,4002,112,54108.07,26573.81,13152.72,0.0,5900.87,185.86,4
401281006,1,4002,112,46184.15,21814.28,9372.77,0.0,6684.72,205.42,4
401282701,1,4002,113,306393.42,305278.45,36591.29,10900.81,17100.0,150572.74,4
401282703,1,4002,113,365886.62,189136.14,21792.7,3577.86,87757.36,26546.94,4
401282704,1,4002,113,65929.18,24555.86,7649.94,1362.0,3447.41,733.69,4
401282705,1,4002,113,179065.55,65593.23,16097.1,900.0,19740.0,6818.45,4
401282706,1,4002,113,90245.07,93772.05,52341.37,1635.0,15932.31,5077.16,4
401283901,1,4002,111,528099.88,388442.21,75586.92,23554.44,184744.84,14214.1,4
401283902,1,4002,111,73274.88,26515.3,7971.41,1451.61,9348.38,275.86,4
401283903,1,4002,111,48490.63,14000.04,2481.38,0.0,4366.17,0.0,4
401283905,1,4002,111,99785.73,47746.82,16894.19,1140.95,11646.45,264.13,4
401283906,1,4002,111,110472.46,39055.57,7765.68,1654.83,12848.88,195.64,4
401284301,1,4002,137,114982.21,87004.81,20001.48,15402.89,34677.11,1900.73,4
401284302,1,4002,137,45929.81,36150.4,24078.58,73.36,2014.44,1301.06,4
401284303,1,4002,137,85896.0,40780.68,17909.81,4344.03,10784.87,19.56,4
401284304,1,4002,137,106926.4,45020.03,11185.58,6257.43,8164.41,3003.24,4
401284305,1,4002,137,36704.32,40792.48,12455.87,3219.65,3856.84,8041.27,4
401284306,1,4002,137,56367.1,34381.35,9809.83,195.65,9396.83,313.03,4
401285501,1,4002,122,38168.35,10788.9,3188.5,97.82,2159.05,166.29,4
401285503,1,4002,122,22483.69,17856.9,12664.2,577.74,895.16,58.69,4
401285504,1,4002,122,64226.56,40066.63,19851.19,1161.29,8672.15,860.86,4
401285506,1,4002,122,46983.84,28959.49,13692.68,7796.4,2183.99,210.3,4
401286001,1,4002,128,43927.06,26862.04,17935.59,499.35,3763.54,0.0,4
401286003,1,4002,128,78361.81,48252.52,20777.0,868.06,7537.74,0.0,4
401286004,1,4002,128,31926.0,25935.84,16109.86,1271.73,4614.3,0.0,4
401286005,1,4002,128,30105.96,26396.14,15544.12,0.0,3189.38,0.0,4
401287301,1,4002,125,109090.73,66504.08,24531.31,2201.08,12975.19,5445.96,4
401287302,1,4002,125,40094.47,15904.66,12998.48,0.0,1234.26,0.0,4
401287303,1,4002,125,50008.02,53546.46,24274.22,16548.38,3101.61,1565.21,4
401287304,1,4002,125,36536.06,36168.31,19311.34,2903.22,7306.01,0.0,4
401287305,1,4002,125,50138.59,38757.84,19079.87,10291.92,4736.45,0.0,4
401287306,1,4002,125,52290.17,32449.64,19920.63,2191.89,5112.08,0.0,4
401288702,1,4002,124,138491.79,23466.56,5657.1,2137.86,9517.85,0.0,4
401288703,1,4002,124,122213.1,58005.66,28639.15,5134.33,3166.94,5544.94,4
401288704,1,4002,124,214382.6,85440.52,23328.54,19017.0,15150.0,0.0,4
401288705,1,4002,124,91657.33,64527.82,15023.49,2646.34,20328.99,0.0,4
401289901,1,4002,132,220108.68,156181.94,28902.76,4402.17,33515.67,2582.6,4
401289902,1,4002,132,37591.2,8452.99,4525.68,0.0,994.28,0.0,4
401289903,1,4002,132,65139.53,29144.22,9179.95,1451.61,2159.04,0.0,4
401289904,1,4002,132,38028.12,37438.12,17254.06,5153.21,5283.87,244.56,4
401289905,1,4002,132,25507.68,19865.83,11018.52,480.0,2176.57,0.0,4
401290202,1,4002,120,119909.58,91015.14,39964.27,21923.81,18465.75,0.0,4
401290203,1,4002,120,16782.53,13248.66,6086.51,24.72,4692.82,195.64,4
401290204,1,4002,120,103527.1,37175.53,16932.78,0.0,8878.98,0.0,4
401290206,1,4002,120,51704.4,13720.78,7907.06,0.0,2711.17,0.0,4
401291401,1,4003,101,33784.71,14803.89,11249.92,0.0,0.0,0.0,4
401291402,1,4003,101,24945.65,33940.09,15569.92,0.0,6837.09,0.0,4
401291403,1,4003,101,25132.42,13808.45,3664.2,1360.09,0.0,0.0,4
401291405,1,4003,101,42940.93,5685.89,546.4,0.0,290.32,0.0,4
401291406,1,4003,101,360892.55,358151.43,75799.88,1432.29,30109.06,6749.98,4
401292302,1,4003,104,38408.77,20213.96,10144.15,2932.55,435.48,298.35,4
401292303,1,4003,104,35433.98,30954.51,18449.85,0.0,580.64,579.12,4
401292304,1,4003,104,34947.71,17362.27,3998.47,0.0,580.64,74.34,4
401292305,1,4003,104,54452.84,14539.48,3664.24,0.0,5219.92,0.0,4
401292306,1,4003,104,198564.82,62793.75,21947.05,348.38,19375.03,1173.91,4
401293501,1,4003,98,130354.8,53610.18,22662.63,1274.5,3746.74,127.17,4
401293502,1,4003,98,50135.86,49564.97,20817.36,4064.51,4733.34,4460.86,4
401293503,1,4003,98,54214.57,12544.49,3227.11,0.0,4253.22,440.21,4
401293504,1,4003,98,78564.8,66094.54,35498.38,686.98,11440.29,528.25,4
401293505,1,4003,98,163836.68,101798.77,13705.67,25950.7,10255.82,567.37,4
401293506,1,4003,98,78200.89,24313.33,12214.13,1161.29,4398.13,0.0,4
401294601,1,4003,92,92278.5,41692.22,17472.7,8254.18,8379.34,78.26,4
401294602,1,4003,92,34599.59,9249.06,4364.92,0.0,1452.83,0.0,4
401294603,1,4003,92,93454.04,58222.83,22795.5,16761.65,7366.4,29.34,4
401294604,1,4003,92,99928.02,54722.46,22743.98,480.0,6984.92,371.72,4
401294605,1,4003,92,61124.88,52569.92,33094.08,750.0,7187.7,39.13,4
401294606,1,4003,92,53677.85,39733.1,17959.95,2479.95,2670.85,0.0,4
401295501,1,4003,140,240136.18,127755.62,23219.89,28052.0,30773.85,11592.36,4
401295502,1,4003,140,50894.01,38406.77,9431.8,802.17,6556.44,0.0,4
401295503,1,4003,140,96742.1,65656.5,15884.86,11832.99,11500.96,0.0,4
401295504,1,4003,140,185067.99,148309.28,44453.38,51183.78,21392.81,0.0,4
401296801,1,4003,126,194099.24,64838.06,34431.32,4200.0,14556.51,0.0,4
401296802,1,4003,126,143008.27,61183.22,15351.33,25431.98,5378.56,1770.62,4
401296803,1,4003,126,75062.02,47604.55,15608.51,0.0,8275.36,2024.97,4
401296804,1,4003,126,57372.15,14836.62,8627.1,0.0,3370.09,880.43,4
401296805,1,4003,126,50842.6,37169.56,12458.44,450.0,4215.5,166.29,4
401297801,1,4003,80,74163.9,48602.5,25392.76,5178.68,7800.0,113.47,4
401297802,1,4003,80,77015.81,46954.04,17382.76,1950.0,14108.52,484.2,4
401297803,1,4003,80,65039.6,54544.7,20545.46,829.56,5595.0,2020.07,4
401297804,1,4003,80,51885.23,38105.18,17896.98,900.0,9600.0,0.0,4
401297805,1,4003,80,46171.33,26344.3,11147.02,0.0,3792.81,146.73,4
401297806,1,4003,80,32179.22,32899.28,15775.64,0.0,600.0,538.03,4
401298701,1,4003,111,55524.57,13113.86,7624.19,97.86,102.85,0.0,4
401298702,1,4003,111,62665.57,21263.88,13397.05,0.0,5385.25,27.39,4
401298703,1,4003,111,29508.88,17934.16,12985.57,0.0,822.81,0.0,4
401298705,1,4003,111,105049.15,75644.3,51518.38,3014.53,9318.96,176.08,4
401298706,1,4003,111,42919.66,18900.47,12638.52,0.0,1500.0,0.0,4
401299001,1,4003,99,53413.03,50217.05,15010.52,9499.04,4101.73,176.08,4
401299002,1,4003,99,51508.57,42197.59,27218.43,0.0,6130.44,64.56,4
401299003,1,4003,99,48365.21,72200.83,40319.9,1161.29,5756.66,0.0,4
401299004,1,4003,99,174570.64,84645.74,31319.79,9489.12,12292.38,586.95,4
401299006,1,4003,99,273053.08,94891.47,24479.83,2038.56,19827.57,2934.77,4
401300703,1,4003,150,64896.94,19359.73,5579.92,150.0,6558.32,1330.41,4
401300704,1,4003,150,73770.47,67043.12,14703.26,45.0,16190.72,191.73,4
401300705,1,4003,150,55499.99,39249.94,23476.98,0.0,9514.25,44.02,4
401300706,1,4003,150,57983.6,28168.58,15055.58,0.0,9495.0,0.0,4
401301901,1,4003,103,108823.62,76970.86,33531.35,4122.57,11551.6,0.0,4
401301902,1,4003,103,52077.68,81559.34,46696.95,1161.28,14501.2,0.0,4
401301903,1,4003,103,210988.75,217499.64,28259.86,10728.67,97672.71,4998.89,4
401301904,1,4003,103,62556.74,35271.84,15106.97,88.04,2766.33,603.56,4
401301906,1,4003,103,37840.31,25633.82,16849.07,939.12,1018.19,359.0,4
401302902,1,4003,97,139917.8,166273.31,40217.03,38784.17,14735.91,0.0,4
401302904,1,4003,97,70119.2,39073.39,16900.64,2380.64,3150.0,0.0,4
401302905,1,4003,97,147086.24,72563.68,28202.01,14809.59,897.0,2445.64,4
401303301,1,4003,121,65890.59,37265.0,15724.19,0.0,11988.99,0.0,4
401303302,1,4003,121,70728.2,71126.73,10246.19,6414.19,4802.89,2201.07,4
401303303,1,4003,121,133003.15,76739.3,24133.4,18513.84,8337.74,684.78,4
401303304,1,4003,121,80943.17,57301.84,29455.66,0.0,13987.37,557.6,4
401303305,1,4003,121,240144.84,161376.77,30175.51,41082.45,40124.82,0.0,4
401304002,1,4003,111,23464.05,26946.99,13397.03,5866.4,1601.72,0.0,4
401304003,1,4003,111,34949.93,40744.57,24364.11,1916.12,1789.19,39.13,4
401304004,1,4003,111,57196.03,61001.52,29141.74,1506.5,10300.49,3260.48,4
401304005,1,4003,111,81529.69,41785.19,23478.85,1009.48,4838.88,831.49,4
401304006,1,4003,111,55472.72,76904.3,30112.85,4238.69,26847.44,3547.15,4
401305201,1,4003,119,101604.9,50490.65,15531.31,923.6,6033.81,426.51,4
401305202,1,4003,119,151798.01,60468.39,17807.02,10133.86,9981.01,1501.6,4
401305203,1,4003,119,195114.3,103695.19,26203.22,31294.51,11938.56,118.36,4
401305204,1,4003,119,61813.17,75627.96,6891.4,20609.98,11135.1,1614.12,4
401305206,1,4003,119,531553.49,164614.25,26202.73,11900.31,12604.61,4108.69,4
401306301,1,4003,95,42874.94,30188.02,15119.88,4089.97,1451.61,138.9,4
401306302,1,4003,95,33197.75,36105.9,16302.77,750.0,4516.55,816.82,4
401306304,1,4003,95,37468.95,35511.82,17832.7,3263.21,2756.12,0.0,4
401306305,1,4003,95,30720.53,23970.19,10954.16,2977.72,4354.83,0.0,4
401306306,1,4003,95,125257.59,82707.86,38622.74,6934.25,16937.41,366.82,4
401307403,1,4003,124,291163.51,193739.69,64168.5,36971.48,18278.64,0.0,4
401308601,1,4003,99,113715.41,46240.91,21098.36,0.0,8648.55,298.35,4
401308602,1,4003,99,380840.12,183919.94,23547.67,983.6,105627.04,0.0,4
401308603,1,4003,99,99155.92,60491.35,26125.46,1296.0,11796.17,2873.12,4
401308604,1,4003,99,75915.4,85245.95,16148.45,10151.79,17260.27,93.91,4
401308605,1,4003,99,69836.05,75733.76,22255.64,10956.52,6000.0,107.6,4
401309801,1,4003,137,124377.03,99975.82,20545.54,5180.66,27213.29,0.0,4
401309802,1,4003,137,163275.97,59867.06,17781.33,0.0,10260.0,1183.67,4
401309803,1,4003,137,165425.01,60243.1,17977.34,2362.04,18458.06,1242.37,4
401309805,1,4003,137,179680.29,96514.93,34096.97,1260.0,32620.32,584.98,4
401310201,1,4003,101,70275.09,34568.25,16392.73,5429.7,3729.17,1381.29,4
401310202,1,4003,101,78160.4,40020.4,5708.54,7905.32,8064.68,1565.21,4
401310204,1,4003,101,54093.94,59709.84,16894.11,5913.71,10715.16,234.77,4
401310205,1,4003,101,46732.71,43928.46,31268.41,580.64,2087.86,469.55,4
401310206,1,4003,101,127784.97,68716.95,25586.98,15570.89,8943.72,0.0,4
401311402,1,4003,119,36670.09,33913.38,15351.35,5134.86,4000.73,144.77,4
401311403,1,4003,119,51776.8,14142.76,10015.63,0.0,1480.64,244.55,4
401311404,1,4003,119,64922.73,31194.84,10157.06,6429.71,2961.29,743.47,4
401311405,1,4003,119,49958.49,30826.89,20031.33,0.0,4645.15,2210.85,4
401311406,1,4003,119,51661.94,48976.54,15955.61,812.9,1372.92,0.0,4
401312501,1,4003,128,46027.16,61752.76,14965.63,14954.24,13907.18,0.0,4
401312502,1,4003,128,47092.19,15144.52,5579.97,1938.26,1447.46,0.0,4
401312503,1,4003,128,76986.89,48547.29,20455.54,3878.16,6813.89,0.0,4
401312504,1,4003,128,250258.81,121368.17,44858.49,7269.39,31966.16,1076.08,4
401312505,1,4003,128,91837.37,55345.47,24119.8,9443.77,9385.97,772.81,4
401312506,1,4003,128,55736.27,33492.12,19414.13,342.39,2680.64,1339.23,4
401313601,1,4003,107,65773.77,34224.72,17318.48,1200.0,7309.28,156.52,4
401313603,1,4003,107,333290.04,180578.98,95542.84,14139.29,22418.35,410.86,4
401313604,1,4003,107,41797.58,41816.21,19568.5,0.0,3034.66,0.0,4
401313605,1,4003,107,75885.23,28183.33,14528.46,0.0,5339.97,0.0,4
401313606,1,4003,107,94918.01,91034.37,36604.09,15742.82,16883.6,293.47,4
401314801,1,4003,92,45343.7,35323.08,18424.08,0.0,600.0,0.0,4
401314804,1,4003,92,87934.41,39357.98,24196.98,1144.55,4320.0,0.0,4
401314805,1,4003,92,52524.56,33589.06,10645.57,6935.4,9470.66,777.7,4
401314806,1,4003,92,27510.05,33152.88,18951.29,0.0,5314.24,44.02,4
401315501,1,4003,110,43239.12,55376.28,27295.54,244.56,11427.67,489.12,4
401315502,1,4003,110,64309.59,45443.0,26138.47,0.0,9927.57,146.73,4
401315503,1,4003,110,32733.77,18918.31,11918.43,0.0,2930.55,88.03,4
401315504,1,4003,110,31555.39,17865.8,7810.6,58.06,5005.95,0.0,4
401315505,1,4003,110,57311.87,61764.85,36475.45,4122.57,7406.1,3521.72,4
401315506,1,4003,110,60094.14,41746.24,22114.15,0.0,4914.84,195.64,4
401316001,1,4003,139,39206.94,46125.74,26331.32,870.96,8134.74,0.0,4
401316003,1,4003,139,56170.46,63401.76,34945.56,1201.92,9982.16,3326.06,4
401316004,1,4003,139,256637.52,132423.18,64709.63,15580.15,22120.47,0.0,4
401316005,1,4003,139,95928.71,62929.01,32708.43,518.16,3091.93,0.0,4
401316006,1,4003,139,61425.13,23629.45,13319.98,0.0,1161.29,2445.65,4
401317301,1,4003,130,66150.92,33470.08,17562.79,0.0,3417.47,880.43,4
401317302,1,4003,130,58206.5,38617.66,15428.46,6949.25,2041.93,538.04,4
401317303,1,4003,130,28565.21,24542.75,12085.56,0.0,1120.61,29.34,4
401317306,1,4003,130,49674.31,46442.8,20418.75,20997.7,1121.74,0.0,4
401318701,1,4003,117,127131.12,85929.91,36218.32,1755.0,14355.68,466.61,4
401318703,1,4003,117,21463.73,11827.07,4178.49,0.0,711.42,1775.51,4
401318704,1,4003,117,95163.91,61871.44,23669.9,597.0,16097.06,215.2,4
401318705,1,4003,117,78134.78,56089.34,25546.93,7394.13,8299.05,1007.6,4
401318706,1,4003,117,77816.04,54684.79,20179.11,3852.45,8194.22,1702.13,4
401319901,1,4003,88,96983.48,65153.89,33994.1,4662.05,11909.27,156.52,4
401319902,1,4003,88,37516.27,25803.93,13538.5,0.0,2451.81,0.0,4
401319903,1,4003,88,87906.42,61164.71,23804.89,2298.9,11888.59,684.76,4
401319904,1,4003,88,129640.63,33133.77,13731.37,0.0,7654.83,332.6,4
401319905,1,4003,88,120401.87,27758.03,6222.82,4402.17,5153.17,0.0,4
401319906,1,4003,88,70009.39,13749.26,1182.84,0.0,4043.22,557.6,4
401320501,1,4003,133,80370.42,55809.86,25521.32,3832.23,9124.14,2934.78,4
401320502,1,4003,133,77795.38,14598.29,6749.93,3672.56,1578.42,0.0,4
401320502,2,4003,133,16602.05,3420.22,1889.98,0.0,290.32,0.0,4
401320502,3,4003,133,42378.77,22701.78,14554.16,1486.95,1853.46,0.0,4
401320502,4,4003,133,40100.75,11751.12,7251.4,0.0,1669.74,0.0,4
401320503,1,4003,133,72434.04,141660.91,6338.48,13935.47,86915.36,0.0,4
401320504,1,4003,133,72362.87,28904.08,8717.09,287.41,2812.38,1320.65,4
401320504,2,4003,133,61630.42,61243.86,16431.32,19047.94,4466.15,2934.78,4
401320505,1,4003,133,178473.25,64338.29,13937.05,23430.9,10129.32,244.56,4
401320506,1,4003,133,73964.99,48915.24,7547.1,870.96,25316.61,0.0,4
401321201,1,4003,131,99831.7,38904.61,23102.13,990.0,3135.47,0.0,4
401321202,1,4003,131,110065.89,55879.16,23322.76,1780.37,12372.09,264.13,4
401321203,1,4003,131,18228.15,20218.91,15698.35,0.0,786.35,68.47,4
401321204,1,4003,131,60584.71,42087.74,21028.61,287.41,4587.17,0.0,4
401321204,2,4003,131,16021.96,36893.59,21319.19,1200.85,2094.03,322.82,4
401321205,1,4003,131,214789.24,92536.1,33750.36,2391.8,11004.85,7972.8,4
401321206,1,4003,131,147338.67,108337.52,37331.79,20554.81,33491.85,88.04,4
401322701,1,4003,100,44595.0,19117.42,8794.17,0.0,3186.0,978.25,4
401322702,1,4003,100,154524.57,113052.61,20587.99,23173.13,41311.96,0.0,4
401322703,1,4003,100,121575.8,40884.32,17324.41,1200.0,5033.6,1095.64,4
401322704,1,4003,100,65621.29,33902.87,15672.73,6450.0,7517.21,264.12,4
401322705,1,4003,100,52496.11,34690.15,12502.14,24.59,6369.03,0.0,4
401322706,1,4003,100,161244.7,61855.62,21445.6,2160.0,12977.7,0.0,4
401323701,1,4003,99,42909.83,56184.62,24518.4,2443.0,12283.05,1105.41,4
401323702,1,4003,99,49991.77,52574.46,21657.7,2340.0,6025.69,78.26,4
401323703,1,4003,99,4868.85,3117.32,1928.55,0.0,0.0,0.0,4
401323704,1,4003,99,48418.02,13010.86,5631.39,0.0,1757.14,1467.38,4
401323705,1,4003,99,176532.76,26185.28,12612.75,0.0,8528.5,0.0,4
401323706,1,4003,99,68749.14,32114.32,22049.78,456.0,3214.27,117.39,4
