folioviv,foliohog,ubica_geo,factor,ing_cor,gasto_mon,alimentos,educa_espa,transporte,salud,entidad
1204395306,1,12038,524,134795.42,54899.13,13924.18,685.15,23859.67,0.0,12
1204395507,1,12038,524,236202.72,63290.27,19812.71,9951.81,11738.7,4891.3,12
1204395510,1,12038,524,85321.76,48908.68,27771.2,2133.83,1778.43,371.72,12
1204395813,1,12038,524,38262.28,42657.38,18694.16,5400.0,900.0,0.0,12
1204395814,1,12038,524,91419.15,44500.98,8228.48,600.0,8892.84,0.0,12
1204395816,1,12038,524,32606.54,17402.88,11044.19,0.0,300.0,1858.69,12
1204395817,1,12038,524,73327.84,75455.17,22204.09,32195.14,10691.8,489.13,12
1204396019,1,12038,492,45382.26,28087.16,11275.63,0.0,6222.84,0.0,12
1204396020,1,12038,492,95403.12,57733.1,19144.15,7385.78,15671.95,1012.48,12
1204396021,1,12038,492,36772.27,21902.58,8671.96,0.0,2696.56,6387.99,12
1204396022,1,12038,492,42641.72,57259.6,34347.97,200.53,9643.11,494.0,12
1204396023,1,12038,492,65903.21,58715.67,25784.79,146.73,16879.08,958.68,12
1204396024,1,12038,492,76043.98,60649.75,20095.54,6133.67,16921.41,2900.53,12
1204396301,1,12038,492,35726.63,19979.96,13204.17,0.0,2377.03,2386.92,12
1204396302,1,12038,492,129909.52,82027.67,15801.34,10300.13,3260.32,459.76,12
1204396304,1,12038,492,37339.57,32900.56,12201.29,6793.53,8598.38,244.56,12
1204396305,1,12038,492,154167.82,103663.64,46478.4,5093.25,24972.51,2426.06,12
1204396306,1,12038,492,94233.61,44273.4,26967.59,1178.7,10029.32,782.6,12
1204396607,1,12038,492,202770.48,52242.62,23065.58,0.0,5258.36,1418.46,12
1204396611,1,12038,492,104213.09,57396.27,33749.76,0.0,9766.28,3452.25,12
1204396813,1,12038,492,137406.52,168808.05,35408.37,15990.0,101078.72,0.0,12
1204396814,1,12038,492,75795.27,46940.22,18989.82,4611.13,8096.8,3130.43,12
1204396815,1,12038,492,46057.34,29750.13,12683.39,0.0,5895.2,0.0,12
1204396816,1,12038,492,25730.33,20790.38,10902.72,3150.0,3428.54,0.0,12
1204396817,1,12038,492,21196.72,37929.72,23104.13,0.0,2550.0,3913.04,12
1204397201,1,12042,583,3923.36,7413.31,6582.76,0.0,0.0,0.0,12
1204397202,1,12042,583,105657.82,37939.16,21059.66,0.0,4513.43,1751.07,12
1204397203,1,12042,583,50132.62,37514.69,11429.86,1778.39,11458.82,1320.63,12
1204397204,1,12042,583,82278.47,40618.89,11018.44,7864.58,6781.87,2915.2,12
1204397205,1,12042,583,25520.96,21914.3,9025.59,0.0,1357.64,8588.13,12
1204397206,1,12042,583,99299.97,22185.65,7559.88,856.45,3943.77,2076.83,12
1204397507,1,12042,583,98176.1,46091.75,11095.56,20874.18,2520.53,474.44,12
1204397508,1,12042,583,111688.5,12399.52,5297.1,464.51,3568.74,0.0,12
1204397509,1,12042,583,383260.13,31746.17,12676.92,2379.36,1271.17,8155.75,12
1204397510,1,12042,583,39671.63,20638.43,11687.02,4141.04,1730.31,233.79,12
1204397511,1,12042,583,104148.23,62198.0,46684.16,2706.43,5978.74,352.16,12
1204397512,1,12042,583,34921.68,41657.51,15698.38,1117.72,6807.69,6348.88,12
1204397713,1,12042,583,67929.34,16932.48,9128.41,0.0,2142.84,1976.06,12
1204397714,1,12042,583,70107.71,21134.08,8614.17,2223.91,2632.71,1516.29,12
1204397715,1,12042,583,41208.86,41292.24,23978.22,1948.11,3003.16,445.09,12
1204397716,1,12042,583,22593.43,24744.96,7400.46,750.0,3211.47,180.96,12
1204397717,1,12042,583,38718.23,52502.75,26337.52,3448.77,600.0,1252.16,12
1204397718,1,12042,583,52674.59,39893.24,16675.5,7731.65,5862.75,2274.44,12
1204397919,1,12042,583,72725.87,36811.11,18025.42,2835.36,4451.35,6613.01,12
1204397920,1,12042,583,74171.09,35632.97,13872.71,0.0,13742.49,0.0,12
1204397921,1,12042,583,40908.64,20904.1,9089.87,1262.89,2670.5,1760.85,12
1204397922,1,12042,583,30964.6,26684.79,13384.05,0.0,3375.99,354.11,12
1204397923,1,12042,583,27618.81,14845.78,8768.52,145.16,1849.22,0.0,12
1204397924,1,12042,583,50627.64,41377.73,24171.27,2293.54,6366.52,1526.07,12
1204398019,1,12042,444,31684.37,29220.89,14181.22,1215.58,4536.68,1173.91,12
1204398021,1,12042,444,54061.23,25572.98,9617.02,0.0,3683.31,316.94,12
1204398022,1,12042,444,36352.61,33904.49,13319.82,1497.69,3760.63,0.0,12
1204398023,1,12042,444,16534.16,31496.27,22384.1,3627.13,1180.64,1173.91,12
1204398024,1,12042,444,32771.73,37674.4,7199.87,870.96,3840.42,1663.01,12
1204398301,1,12042,444,74785.31,15345.69,8099.9,0.0,5212.28,0.0,12
1204398301,2,12042,444,15477.96,2238.89,1285.68,750.0,0.0,0.0,12
1204398302,1,12042,444,19405.05,15259.92,9668.42,1205.8,1213.35,0.0,12
1204398303,1,12042,444,62238.26,28454.21,13679.93,0.0,2613.13,244.56,12
1204398304,1,12042,444,128284.66,87608.61,20095.62,0.0,7783.04,28565.19,12
1204398305,1,12042,444,58039.13,72342.02,20783.32,20322.58,9317.62,4891.29,12
1204398306,1,12042,444,19012.96,11120.57,5515.64,750.0,145.16,1467.38,12
1204398507,1,12042,444,96761.63,51461.5,21162.6,2707.82,2784.46,11611.93,12
1204398508,1,12042,444,21539.06,26255.44,18552.59,770.32,580.64,23.47,12
1204398509,1,12042,444,67485.76,42527.74,24981.24,2468.7,4790.31,44.02,12
1204398510,1,12042,444,36543.26,25157.23,17125.47,2780.27,1577.41,215.21,12
1204398511,1,12042,444,31110.25,44141.29,23155.57,644.51,6930.17,978.24,12
1204398512,1,12042,444,39969.51,45959.28,23824.04,2545.13,4009.76,2936.67,12
1204398713,1,12042,444,21410.06,23665.38,9912.71,0.0,2164.25,694.56,12
1204398714,1,12042,444,73180.31,71601.04,23618.36,5901.63,17236.82,0.0,12
1204398715,1,12042,444,11555.4,47222.87,26093.29,2233.22,7555.69,1444.86,12
1204398716,1,12042,444,11704.9,11382.73,4294.22,480.0,150.0,0.0,12
1204398717,1,12042,444,54253.75,22935.75,9514.19,1472.36,5855.04,538.04,12
1204398718,1,12042,444,34586.55,76033.6,27912.73,2288.35,9954.17,5218.98,12
1204399019,1,12045,576,18196.23,17428.84,10285.68,1422.56,1576.03,0.0,12
1204399021,1,12045,576,81965.7,26337.6,8627.02,0.0,4472.54,127.17,12
1204399022,1,12045,576,28778.21,24080.6,13139.9,1467.39,1340.32,518.46,12
1204399024,1,12045,576,26500.02,30584.14,22499.82,744.88,2771.19,44.02,12
1204399401,1,12045,576,32135.34,12804.1,4577.05,2424.42,2123.48,0.0,12
1204399402,1,12045,576,16193.85,14320.31,1401.38,5343.8,1285.7,0.0,12
1204399403,1,12045,576,10704.84,17196.02,10414.14,0.0,1190.32,0.0,12
1204399404,1,12045,576,24994.82,12737.19,5335.66,1824.76,290.32,0.0,12
1204399405,1,12045,576,11300.47,19678.35,8562.76,2774.71,4996.38,0.0,12
1204399607,1,12045,576,30754.4,14718.05,7444.18,0.0,4050.0,684.77,12
1204399608,1,12045,576,14186.9,11633.28,5027.0,1027.16,845.9,501.83,12
1204399609,1,12045,576,30005.32,19393.7,8806.98,0.0,3832.71,237.7,12
1204399610,1,12045,576,22102.61,10728.01,7804.2,763.04,0.0,0.0,12
1204399611,1,12045,576,38793.86,13125.23,4499.95,0.0,993.44,234.77,12
1204399813,1,12045,576,39730.05,57356.38,10439.83,1281.0,1200.0,0.0,12
1204399814,1,12045,576,67535.4,40328.74,23631.24,381.52,2400.0,782.59,12
1204399815,1,12045,576,15011.28,22154.98,8897.01,1212.0,450.0,1389.1,12
1204399817,1,12045,576,60051.89,25263.66,14065.51,0.0,900.0,3032.6,12
1204399818,1,12045,576,88455.71,35034.16,24197.03,0.0,2982.78,0.0,12
1204400021,1,12046,326,59600.73,25144.46,11198.49,304.83,9002.52,0.0,12
1204400022,1,12046,326,35841.01,23838.59,17254.2,900.0,0.0,880.43,12
1204400023,1,12046,326,92869.43,41009.09,10594.2,870.96,12265.19,2861.4,12
1204400024,1,12046,326,15951.99,9708.15,7174.19,0.0,0.0,0.0,12
1204400303,1,12046,326,128252.33,75037.98,33068.39,0.0,10887.09,0.0,12
1204400304,1,12046,326,91243.31,51929.26,27154.14,6610.87,13539.14,0.0,12
1204400305,1,12046,326,55208.61,43921.12,20429.86,580.64,6127.62,0.0,12
1204400507,1,12046,326,27440.19,34853.48,14888.37,2527.68,2574.42,645.64,12
1204400508,1,12046,326,29168.09,29321.13,14785.54,0.0,2211.29,0.0,12
1204400509,1,12046,326,89164.73,56179.13,21059.77,2240.52,13525.23,14673.91,12
1204400510,1,12046,326,28991.22,50065.57,20892.7,11235.46,9115.55,0.0,12
1204400511,1,12046,326,104088.46,45141.37,19375.54,626.08,2525.24,0.0,12
1204400512,1,12046,326,21913.03,41742.73,23386.94,1050.2,3296.66,1917.38,12
1204400813,1,12046,326,44262.29,37716.7,11333.42,600.0,13617.0,0.0,12
1204400814,1,12046,326,42585.32,52199.55,34006.89,244.56,5062.71,2714.66,12
1204400815,1,12046,326,78934.42,44513.84,17651.45,0.0,5697.0,1467.39,12
1204400816,1,12046,326,30495.15,7001.15,1337.11,0.0,1287.0,2787.04,12
1204400818,1,12046,326,53164.9,43193.12,20481.24,1800.0,7309.94,792.38,12
1204401201,1,12048,450,59626.16,49731.86,30574.1,1736.12,4890.15,558.58,12
1204401202,1,12048,450,78422.09,19264.84,9417.68,32.14,2917.94,2675.51,12
1204401203,1,12048,450,33602.81,28457.33,17948.38,0.0,3851.6,127.17,12
1204401204,1,12048,450,47358.97,11986.24,8729.95,0.0,145.16,1173.9,12
1204401205,1,12048,450,33961.34,20127.12,9437.06,0.0,290.32,5869.55,12
1204401206,1,12048,450,41505.03,51572.74,22178.39,2450.5,4330.91,8285.82,12
1204401407,1,12048,450,32282.6,37029.53,9694.16,0.0,7246.44,1095.64,12
1204401408,1,12048,450,34846.59,14476.94,5374.2,1611.24,4875.97,29.34,12
1204401409,1,12048,450,12853.67,21298.81,3214.24,754.83,3874.13,11993.46,12
1204401412,1,12048,450,4150.5,5367.75,3471.39,0.0,925.71,24.45,12
1204401713,1,12048,450,63037.62,60797.14,27334.0,1528.22,6864.86,567.37,12
1204401714,1,12048,450,77013.49,35376.12,15209.83,3588.0,5982.84,753.24,12
1204401715,1,12048,450,56811.04,41938.48,15672.72,1245.91,14819.98,244.55,12
1204401716,1,12048,450,55668.55,49313.79,23772.61,7497.0,5014.28,1154.34,12
1204401717,1,12048,450,20190.16,7125.62,5271.32,0.0,0.0,660.3,12
1204401718,1,12048,450,75934.41,74358.47,45218.39,4392.39,11840.16,479.33,12
1204401919,1,12048,450,14415.63,20195.8,7714.16,0.0,3211.79,0.0,12
1204401920,1,12048,450,77741.16,34997.95,19529.8,0.0,6327.79,4235.84,12
1204401921,1,12048,450,42425.62,26201.04,15235.62,0.0,3272.34,2347.82,12
1204401922,1,12048,450,44975.53,17266.88,8215.59,0.0,1794.05,68.47,12
1204401923,1,12048,450,76051.21,68718.2,30586.96,1978.04,19634.73,958.68,12
1204401924,1,12048,450,32282.6,41679.12,26086.92,0.0,5414.51,0.0,12
1204402019,1,12048,466,40061.35,38531.08,21805.53,1173.91,8055.58,0.0,12
1204402020,1,12048,466,36426.0,36607.04,18411.33,489.13,7962.09,0.0,12
1204402021,1,12048,466,58633.97,56308.35,26691.2,440.21,6092.87,0.0,12
1204402022,1,12048,466,14731.5,7529.64,4937.05,0.0,949.76,479.34,12
1204402023,1,12048,466,42089.78,46199.69,20841.16,1496.73,11285.87,391.3,12
1204402024,1,12048,466,15481.32,17403.9,8562.7,0.0,2737.02,208.35,12
1204402301,1,12048,466,76378.27,41353.86,14374.09,1451.61,17219.65,763.04,12
1204402302,1,12048,466,26381.48,10962.99,8948.51,0.0,0.0,440.21,12
1204402303,1,12048,466,38756.46,39103.5,23746.99,191.61,4487.13,0.0,12
1204402304,1,12048,466,19112.75,896.2,591.38,0.0,0.0,0.0,12
1204402305,1,12048,466,45620.9,33339.9,11571.34,6967.73,9255.92,469.55,12
1204402306,1,12048,466,48713.26,30253.99,13281.27,2912.68,7461.26,978.25,12
1204402509,1,12048,466,68190.51,53639.1,28902.6,3003.88,14764.23,68.47,12
1204402510,1,12048,466,225039.69,104707.14,30085.43,870.96,37692.79,340.42,12
1204402713,1,12048,466,15369.52,20635.66,8344.16,3000.0,1877.13,322.82,12
1204402714,1,12048,466,34372.12,19992.97,13795.53,0.0,2464.28,352.16,12
1204402715,1,12048,466,32941.81,11646.22,1761.38,0.0,5691.42,0.0,12
1204402716,1,12048,466,28913.11,36534.49,20082.63,135.0,5331.38,0.0,12
1204402717,1,12048,466,26557.37,16955.45,8498.45,0.0,300.0,0.0,12
1204403303,1,12050,513,38390.27,20151.19,13519.24,0.0,2471.18,278.8,12
1204403304,1,12050,513,98694.48,71374.28,40692.62,0.0,10770.7,694.55,12
1204403305,1,12050,513,42908.08,27835.03,10799.95,0.0,7572.33,463.68,12
1204403306,1,12050,513,54817.27,27296.21,14142.71,5666.0,4988.82,54.78,12
1204403507,1,12050,513,45787.63,25859.74,15158.46,0.0,1663.11,978.26,12
1204403507,2,12050,513,32167.97,25476.3,12291.28,2798.44,4960.43,0.0,12
1204403508,1,12050,513,16896.11,20197.74,12471.29,0.0,4058.22,929.34,12
1204403509,1,12050,513,63234.89,16155.54,3741.37,0.0,5582.21,0.0,12
1204403510,1,12050,513,37285.52,19347.89,7251.35,0.0,9940.8,97.82,12
1204403511,1,12050,513,113444.7,56342.49,36976.88,0.0,6502.1,4891.29,12
1204403512,1,12050,513,40830.8,22554.88,16058.42,0.0,3190.26,68.47,12
1204403713,1,12050,513,28499.99,19322.79,9282.76,1013.47,3042.83,223.04,12
1204403714,1,12050,513,55967.18,16932.15,4487.09,4052.6,1790.16,1770.63,12
1204403715,1,12050,513,37868.83,24732.36,12072.72,0.0,4894.27,1946.72,12
1204403716,1,12050,513,53345.88,28881.08,13409.82,3635.73,4286.07,498.9,12
1204403717,1,12050,513,45890.15,20859.05,13962.75,990.0,3000.0,0.0,12
1204403718,1,12050,513,20178.91,5893.77,1735.68,606.0,300.0,357.05,12
1204403920,1,12050,513,25222.69,2406.53,1414.21,0.0,514.28,0.0,12
1204403921,1,12050,513,26892.7,24131.92,10619.92,810.0,5119.78,645.64,12
1204403922,1,12050,513,10454.76,39644.08,24056.46,3176.03,8102.2,0.0,12
1204403923,1,12050,513,44378.31,55488.4,29416.86,464.66,6115.68,4392.35,12
1204404201,1,12051,478,79872.52,30978.2,18861.2,828.29,580.64,46.95,12
1204404202,1,12051,478,92420.02,32965.18,16199.83,1390.63,6928.33,0.0,12
1204404203,1,12051,478,32930.07,25006.75,17794.08,0.0,1490.32,0.0,12
1204404204,1,12051,478,96472.25,52442.73,33209.7,0.0,9038.82,0.0,12
1204404206,1,12051,478,21754.24,17903.35,11494.06,0.0,1730.32,0.0,12
1204404407,1,12051,478,17464.12,28879.16,11622.71,0.0,12481.93,0.0,12
1204404408,1,12051,478,11593.96,9101.61,6942.72,0.0,435.48,0.0,12
1204404409,1,12051,478,28369.55,35114.48,16598.35,1741.93,1047.0,0.0,12
1204404410,1,12051,478,64172.81,35714.85,27166.88,2025.16,1137.57,0.0,12
1204404411,1,12051,478,13755.6,13532.98,9218.39,374.51,1500.0,0.0,12
1204404412,1,12051,478,18394.44,8019.96,3998.46,0.0,534.88,0.0,12
1204404614,1,12051,478,80213.1,84824.3,24171.33,8750.47,22709.01,1486.94,12
1204404615,1,12051,478,45639.33,24218.41,16598.41,0.0,900.0,0.0,12
1204404616,1,12051,478,115180.28,40074.26,18128.38,2547.39,6899.98,2122.8,12
1204404617,1,12051,478,39909.82,24862.64,13101.33,870.0,2614.28,5830.42,12
1204404618,1,12051,478,56173.75,53882.46,10748.49,1369.56,3510.0,1496.73,12
1204404919,1,12051,478,7630.43,36730.68,17999.81,1545.48,1161.29,367.82,12
1204404920,1,12051,478,18848.86,45017.84,20777.01,0.0,1451.61,4891.3,12
1204404921,1,12051,478,32331.1,23932.56,12008.38,1085.79,1558.9,123.25,12
1204404922,1,12051,478,79958.58,52919.29,19568.31,569.03,16074.38,2279.32,12
1204404923,1,12051,478,39718.94,75055.55,38828.27,0.0,3580.64,0.0,12
1204404924,1,12051,478,51753.14,48763.96,21239.73,1096.01,3169.64,4610.51,12
1204405201,1,12055,505,50711.52,59638.02,23721.26,4309.9,6780.86,2527.81,12
1204405202,1,12055,505,109578.39,69490.44,32104.03,346.15,6941.92,141.84,12
1204405203,1,12055,505,12063.49,18621.15,7315.59,246.86,6935.44,244.56,12
1204405205,1,12055,505,22241.56,12035.9,9051.3,0.0,1126.01,0.0,12
1204405407,1,12055,505,28263.51,24118.71,11044.06,4757.81,3156.48,939.13,12
1204405408,1,12055,505,27738.81,46185.17,21381.3,2424.18,9247.85,58.69,12
1204405409,1,12055,505,35398.83,20915.89,8627.04,0.0,6418.78,44.02,12
1204405410,1,12055,505,12509.11,12679.78,8987.03,0.0,1679.43,15.65,12
1204405412,1,12055,505,48974.53,22894.04,10182.65,4169.0,1388.52,254.34,12
1204405713,1,12055,505,146557.33,143933.59,43739.84,25463.1,28965.86,5982.04,12
1204405716,1,12055,505,91244.22,62308.5,21085.64,11406.52,9800.6,1565.21,12
1204405717,1,12055,505,54397.16,42958.73,20564.71,444.0,14126.5,764.99,12
1204405718,1,12055,505,49458.18,38086.29,20866.93,4274.67,3829.71,58.69,12
1204405919,1,12055,505,96603.24,81723.39,27192.68,8633.92,9041.91,1095.62,12
1204405920,1,12055,505,13281.97,14311.59,8202.75,0.0,2457.77,73.36,12
1204405921,1,12055,505,137927.01,110916.46,42672.64,17329.07,18615.22,156.52,12
1204405922,1,12055,505,67222.14,28345.32,18334.15,978.25,3055.55,1320.64,12
1204405923,1,12055,505,40956.92,29863.77,21574.06,391.3,3534.39,469.55,12
1204405924,1,12055,505,48668.46,52317.17,23399.85,7110.73,5394.18,1663.03,12
1204406201,1,12055,335,8926.29,12302.73,10619.83,0.0,0.0,103.68,12
1204406201,2,12055,335,1928.57,8269.89,6839.88,0.0,0.0,616.29,12
1204406202,1,12055,335,15433.72,12889.82,6094.22,974.16,375.0,14.67,12
1204406203,1,12055,335,14784.65,9181.79,6801.3,0.0,0.0,293.47,12
1204406203,2,12055,335,14592.85,16895.24,12689.81,123.62,580.64,68.47,12
1204406204,1,12055,335,21637.48,18189.86,11494.15,0.0,580.64,39.13,12
1204406205,1,12055,335,44436.33,43932.16,18719.79,1003.84,6810.47,1369.55,12
1204406206,1,12055,335,16359.66,12772.61,7341.28,0.0,639.66,2303.77,12
1204406507,1,12055,335,10060.3,10944.22,4731.34,0.0,1173.91,0.0,12
1204406508,1,12055,335,81012.62,50783.51,6428.52,8255.29,11279.5,2823.25,12
1204406509,1,12055,335,18258.13,14514.22,9102.72,1413.74,2148.36,885.3,12
1204406510,1,12055,335,22421.79,18755.88,14271.27,73.36,899.98,557.6,12
1204406511,1,12055,335,12994.91,18914.21,12959.76,0.0,0.0,58.69,12
1204406512,1,12055,335,42253.73,59882.11,38892.49,1451.61,3701.58,2065.08,12
1204406713,1,12055,335,21397.85,19550.48,7739.85,834.78,4487.14,847.16,12
1204406715,1,12055,335,35239.2,20526.99,8344.15,0.0,3745.7,0.0,12
1204406715,2,12055,335,21095.4,16612.06,8974.14,39.34,900.0,723.89,12
1204406716,1,12055,335,12168.9,11926.4,2777.07,0.0,6882.84,1012.49,12
1204406717,1,12055,335,21231.12,37104.0,26176.98,0.0,6042.84,542.93,12
1204406718,1,12055,335,33728.35,33636.17,24016.98,600.0,4799.95,19.56,12
1204406919,1,12055,335,35567.34,25376.04,12766.85,2817.38,580.64,469.55,12
1204406921,1,12055,335,98029.52,49742.99,33788.21,0.0,2971.69,589.88,12
1204406921,2,12055,335,44747.96,16886.66,9964.14,1418.47,145.16,489.12,12
1204406922,1,12055,335,52946.43,24566.15,10478.39,0.0,435.48,552.7,12
1204406923,1,12055,335,63112.25,24308.16,21689.69,0.0,290.32,0.0,12
1204406924,1,12055,335,17242.93,11378.21,7649.89,0.0,0.0,0.0,12
1204407019,1,12057,598,27740.01,8541.4,5758.61,0.0,0.0,0.0,12
1204407020,1,12057,598,23282.59,32654.98,17742.82,290.32,3834.81,1418.46,12
1204407021,1,12057,598,70142.87,50637.92,17382.69,10928.43,10865.18,3081.51,12
1204407022,1,12057,598,44023.27,46870.13,18848.45,831.52,14549.97,0.0,12
1204407023,1,12057,598,55224.98,27623.08,10722.77,0.0,11687.31,0.0,12
1204407024,1,12057,598,55028.72,18643.69,9809.89,0.0,3034.26,0.0,12
1204407301,1,12057,598,20641.23,2288.11,1979.96,0.0,0.0,308.15,12
1204407302,1,12057,598,29786.41,20616.5,7122.76,790.36,2189.86,3923.78,12
1204407304,1,12057,598,70062.39,48367.08,16405.52,2340.59,5209.15,755.2,12
1204407305,1,12057,598,139443.16,93979.97,19362.72,13760.43,2600.0,0.0,12
1204407607,1,12057,598,81245.11,48924.77,18964.1,586.95,17991.38,0.0,12
1204407608,1,12057,598,59135.58,36942.69,14746.98,1783.04,3505.68,0.0,12
1204407609,1,12057,598,39934.41,51555.5,32206.88,0.0,8142.84,0.0,12
1204407610,1,12057,598,45811.47,47037.77,21368.38,538.03,16266.87,0.0,12
1204407611,1,12057,598,62471.73,33396.75,20018.36,293.47,5202.82,674.99,12
1204407612,1,12057,598,27661.95,59376.96,32193.97,3463.04,11981.01,195.64,12
1204407813,1,12057,598,39032.28,25872.68,17446.91,0.0,2914.26,97.82,12
1204407815,1,12057,598,43303.25,62957.45,28671.15,1755.0,8228.51,2249.99,12
1204407816,1,12057,598,31618.0,28313.41,14374.15,0.0,6600.0,0.0,12
1204407817,1,12057,598,69713.08,39840.06,20686.93,527.61,7529.92,1271.73,12
1204407818,1,12057,598,27727.86,32911.49,17716.93,810.0,7919.07,645.64,12
1204408201,1,12066,714,10416.83,13939.22,9507.69,74.17,1055.8,35.21,12
1204408202,1,12066,714,57792.68,35446.81,10632.77,0.0,17598.01,0.0,12
1204408203,1,12066,714,31941.85,22268.15,11841.31,0.0,5238.55,978.24,12
1204408204,1,12066,714,67524.12,33050.5,11661.32,123.62,4442.42,1115.17,12
1204408206,1,12066,714,26154.68,24465.55,20224.06,0.0,1730.29,274.88,12
1204408407,1,12066,714,17691.05,8640.64,5168.51,0.0,1524.58,0.0,12
1204408408,1,12066,714,64208.59,26635.9,10195.61,0.0,6548.81,1448.79,12
1204408409,1,12066,714,175272.52,77197.98,38172.78,1598.34,29903.21,0.0,12
1204408411,1,12066,714,23523.96,29153.51,13487.01,2055.75,10524.57,489.12,12
1204408412,1,12066,714,11521.18,28671.83,12728.43,2323.34,8040.58,3335.86,12
1204408613,1,12066,714,40795.07,27480.42,12972.75,344.26,7114.61,0.0,12
1204408614,1,12066,714,14016.38,22247.86,9707.04,0.0,2177.13,58.69,12
1204408616,1,12066,714,21278.34,13101.65,5464.19,750.0,2022.84,0.0,12
1204408617,1,12066,714,29557.36,12832.71,4487.1,782.6,1105.71,0.0,12
1204408920,1,12066,714,54654.56,35926.78,19208.38,2054.34,6066.26,376.6,12
1204408921,1,12066,714,24348.09,38287.09,20365.54,2651.61,4283.43,195.63,12
1204408922,1,12066,714,139690.62,90106.52,23322.8,12053.1,8093.12,17677.14,12
1204408923,1,12066,714,72605.87,35922.85,18758.43,1059.39,5828.52,88.03,12
1204408924,1,12066,714,28984.45,19713.36,7328.48,0.0,5766.11,0.0,12
1204409019,1,12066,613,48435.74,34493.48,22756.93,0.0,2189.83,0.0,12
1204409020,1,12066,613,16937.82,18259.22,12021.36,0.0,1841.82,1565.21,12
1204409021,1,12066,613,102654.26,54476.82,28362.7,840.0,8506.37,10927.14,12
1204409022,1,12066,613,46631.45,38903.08,15557.02,4877.41,2002.35,963.57,12
1204409023,1,12066,613,75098.85,70889.05,12149.88,586.95,27787.37,23026.27,12
1204409024,1,12066,613,64844.48,20483.73,11320.6,978.26,1609.19,1433.14,12
1204409301,1,12066,613,13147.8,16981.91,9359.8,958.75,393.17,176.07,12
1204409302,1,12066,613,41523.62,34458.61,16006.98,4932.13,4994.28,1123.02,12
1204409303,1,12066,613,39822.74,30743.27,8099.95,0.0,642.85,13206.47,12
1204409304,1,12066,613,121111.19,95412.11,32785.44,3307.92,14150.19,8320.05,12
1204409305,1,12066,613,94216.61,43842.48,24126.7,5373.73,4379.96,1614.11,12
1204409607,1,12066,613,102614.73,39166.98,6595.63,1824.58,16870.73,0.0,12
1204409608,1,12066,613,21304.91,13599.29,6158.49,0.0,1739.97,110.54,12
1204409609,1,12066,613,50500.84,35258.62,16919.86,0.0,2339.97,1291.29,12
1204409610,1,12066,613,20458.28,16357.58,8511.36,300.0,1722.84,39.13,12
1204409611,1,12066,613,11747.2,3920.84,2005.68,0.0,0.0,937.16,12
1204409612,1,12066,613,26173.75,17698.53,8434.19,545.9,1478.55,1509.43,12
1204409813,1,12066,613,41213.09,46837.31,18771.27,11296.72,6809.93,1565.21,12
1204409815,1,12066,613,88907.27,61343.48,25649.82,13716.32,4602.78,352.16,12
1204409816,1,12066,613,25619.71,15642.67,7649.92,360.0,1122.84,0.0,12
1204409817,1,12066,613,100189.14,69543.37,33164.83,14400.0,7019.91,2152.17,12
1204409818,1,12066,613,77673.35,48592.03,18758.46,8439.77,6715.65,8706.51,12
1204410019,1,12074,402,14364.64,9917.97,7559.87,0.0,0.0,0.0,12
1204410020,1,12074,402,31704.59,15882.77,3985.66,0.0,2903.22,899.99,12
1204410021,1,12074,402,74852.32,23696.39,16289.9,0.0,2322.65,704.34,12
1204410022,1,12074,402,14162.67,14742.36,8263.09,644.5,1524.6,313.03,12
1204410023,1,12074,402,40781.91,23700.47,18179.81,0.0,900.0,1398.9,12
1204410401,1,12074,402,19556.99,8603.23,5104.18,0.0,580.64,31.3,12
1204410402,1,12074,402,34477.67,21296.84,13191.25,0.0,1161.29,0.0,12
1204410404,1,12074,402,28466.74,15669.76,12882.69,0.0,0.0,733.69,12
1204410405,1,12074,402,38896.89,30416.28,14489.82,1029.06,2032.25,0.0,12
1204410406,1,12074,402,6028.76,7435.33,4949.88,0.0,870.96,0.0,12
1204410607,1,12074,402,26559.83,23059.85,5798.48,2646.52,8995.08,185.86,12
1204410609,1,12074,402,36912.76,28924.83,11776.98,600.0,9900.0,0.0,12
1204410610,1,12074,402,11040.96,8359.37,5091.36,0.0,0.0,0.0,12
1204410611,1,12074,402,32326.21,16626.63,4480.65,1467.39,2250.0,508.69,12
1204410612,1,12074,402,24228.41,1902.41,861.41,0.0,0.0,48.91,12
1204410813,1,12074,402,80217.97,32642.92,11609.89,1294.56,11475.85,356.08,12
1204410815,1,12074,402,10450.81,10179.07,5387.04,0.0,0.0,3013.03,12
1204410816,1,12074,402,40190.14,26483.56,12869.89,0.0,9899.97,35.21,12
1204410817,1,12074,402,27322.93,21816.5,10542.73,4599.13,2038.73,1467.37,12
1204410818,1,12074,402,17708.19,26015.99,14297.04,108.0,673.77,2396.72,12
1204411201,1,12075,453,26540.56,18312.12,10156.96,174.19,4232.02,23.47,12
1204411203,1,12075,453,38376.8,25728.11,5862.77,54.39,8912.03,330.62,12
1204411204,1,12075,453,66665.69,38246.29,9526.94,799.97,19124.7,102.7,12
1204411205,1,12075,453,31142.65,44743.43,19542.66,3671.43,10852.55,1369.54,12
1204411206,1,12075,453,7424.97,19664.2,11519.82,14.83,3069.08,243.57,12
1204411407,1,12075,453,17992.88,10836.21,4307.07,24.45,2356.58,489.13,12
